country,show_id,continent,market_type
United States,80170767,North America,Primary
United States,81012998,North America,Primary
France,80127927,Europe,Primary
United States,80134826,North America,Primary
Indonesia,81047902,Other,Primary
Indonesia,81047897,Other,Primary
Iceland,80216988,Other,Primary
United Kingdom,80213803,Europe,Primary
India,80175623,Asia,Primary
United States,81002880,North America,Primary
Philippines,80222896,Other,Primary
India,81038046,Asia,Primary
United States,80101096,North America,Primary
Spain,80202809,Europe,Primary
United States,80020132,North America,Primary
United Kingdom,80206758,Europe,Primary
Brazil,80162210,South America,Primary
United States,80126485,North America,Primary
United States,80082242,North America,Primary
United States,70251816,North America,Primary
United States,70202151,North America,Primary
Thailand,80999996,Other,Primary
China,80222788,Other,Primary
United States,80169617,North America,Primary
Netherlands,80144454,Other,Primary
Venezuela,70204282,Other,Primary
United States,80242378,North America,Primary
United Kingdom,80184068,Europe,Primary
United States,80171733,North America,Primary
India,80245408,Asia,Primary
United States,80044566,North America,Primary
United States,80189632,North America,Primary
Mexico,80230265,North America,Primary
India,81076756,Asia,Primary
Spain,80991158,Europe,Primary
Brazil,80208298,South America,Primary
United States,80169469,North America,Primary
United Kingdom,80148239,Europe,Primary
Canada,70230412,North America,Primary
Japan,80220655,Asia,Primary
Philippines,81010863,Other,Primary
Philippines,80162503,Other,Primary
Philippines,80150350,Other,Primary
Philippines,80160692,Other,Primary
Philippines,70060865,Other,Primary
Philippines,80157890,Other,Primary
Ireland,80164752,Other,Primary
Brazil,80135149,South America,Primary
United States,80171965,North America,Primary
Italy,80100945,Europe,Primary
Italy,70293820,Europe,Primary
United States,80195967,North America,Primary
India,81048554,Asia,Primary
Japan,81002451,Asia,Primary
United States,80144983,North America,Primary
Chile,80170245,Other,Primary
Japan,80117291,Asia,Primary
India,70105459,Asia,Primary
India,80207444,Asia,Primary
Japan,81033516,Asia,Primary
India,81075235,Asia,Primary
India,81072516,Asia,Primary
United States,70283202,North America,Primary
United States,70140447,North America,Primary
United States,80156212,North America,Primary
India,70296742,Asia,Primary
Austria,81059944,Other,Primary
India,80095531,Asia,Primary
Japan,80097594,Asia,Primary
United States,80156688,North America,Primary
Argentina,80192139,Other,Primary
Chile,80192063,Other,Primary
Canada,80218656,North America,Primary
United States,80095806,North America,Primary
Denmark,80013550,Other,Primary
United States,80058979,North America,Primary
United States,81037077,North America,Primary
United States,81054383,North America,Primary
United States,81047798,North America,Primary
United States,80189216,North America,Primary
Canada,80092781,North America,Primary
United States,81019338,North America,Primary
United States,80132964,North America,Primary
South Korea,80117824,Asia,Primary
United States,80058460,North America,Primary
United Kingdom,80076467,Europe,Primary
United Kingdom,80049951,Europe,Primary
United States,80031800,North America,Primary
United States,80017171,North America,Primary
Taiwan,81045888,Other,Primary
United States,80108984,North America,Primary
United States,80113090,North America,Primary
United States,80135296,North America,Primary
South Korea,80158577,Asia,Primary
Japan,80132738,Asia,Primary
Iran,70175439,Other,Primary
United Arab Emirates,80204923,Other,Primary
Argentina,80112916,Other,Primary
United States,80117831,North America,Primary
United States,80145240,North America,Primary
United States,70307848,North America,Primary
United States,70105599,North America,Primary
Belgium,80114919,Other,Primary
United Kingdom,60029366,Europe,Primary
United States,80100260,North America,Primary
United Kingdom,80017170,Europe,Primary
United States,70028197,North America,Primary
United Arab Emirates,81013990,Other,Primary
France,80171678,Europe,Primary
Nigeria,81074015,Other,Primary
Italy,81041273,Europe,Primary
United States,70108985,North America,Primary
Belgium,81004374,Other,Primary
Spain,80988860,Europe,Primary
United States,70045356,North America,Primary
United States,70203594,North America,Primary
United States,70253171,North America,Primary
United States,70109657,North America,Primary
Hong Kong,70020728,Other,Primary
United States,81024308,North America,Primary
United States,80174608,North America,Primary
Malaysia,81031178,Other,Primary
Germany,70056425,Europe,Primary
United States,81050198,North America,Primary
United Kingdom,80156538,Europe,Primary
United Kingdom,80124723,Europe,Primary
United States,81034771,North America,Primary
India,80239442,Asia,Primary
India,80238299,Asia,Primary
India,80201814,Asia,Primary
India,80201604,Asia,Primary
Japan,80192244,Asia,Primary
India,80235957,Asia,Primary
Sweden,80226021,Other,Primary
India,80235139,Asia,Primary
Hungary,80147758,Other,Primary
India,80201608,Asia,Primary
Australia,80241537,Oceania,Primary
Australia,80241616,Oceania,Primary
United States,80239642,North America,Primary
India,80239988,Asia,Primary
United States,80173925,North America,Primary
Argentina,70041893,Other,Primary
India,80238298,Asia,Primary
India,80234795,Asia,Primary
India,80238400,Asia,Primary
Egypt,80215154,Other,Primary
India,80239738,Asia,Primary
Belgium,80206360,Other,Primary
Poland,80237300,Other,Primary
India,60021758,Asia,Primary
Canada,70095265,North America,Primary
France,80164075,Europe,Primary
United States,80117240,North America,Primary
United Kingdom,80098842,Europe,Primary
India,80156935,Asia,Primary
India,80102080,Asia,Primary
India,80092884,Asia,Primary
France,70230417,Europe,Primary
United States,81060041,North America,Primary
Philippines,70090072,Other,Primary
Philippines,80145621,Other,Primary
Philippines,80100268,Other,Primary
Philippines,80206696,Other,Primary
Philippines,81010870,Other,Primary
South Korea,80226234,Asia,Primary
India,80081274,Asia,Primary
United States,80170845,North America,Primary
United States,80134967,North America,Primary
United States,70210484,North America,Primary
Egypt,81049544,Other,Primary
Egypt,81049511,Other,Primary
United States,80192187,North America,Primary
Japan,80174917,Asia,Primary
United Kingdom,80189653,Europe,Primary
United States,80135585,North America,Primary
South Korea,80094387,Asia,Primary
South Korea,80094386,Asia,Primary
United States,80216664,North America,Primary
United States,80017535,North America,Primary
Egypt,81049674,Other,Primary
Egypt,81049707,Other,Primary
Singapore,80219917,Other,Primary
United States,80174144,North America,Primary
United States,80073289,North America,Primary
Ireland,80220677,Other,Primary
Guatemala,80229829,Other,Primary
Portugal,80141173,Other,Primary
Turkey,80134515,Other,Primary
Turkey,80134521,Other,Primary
United States,80081170,North America,Primary
United States,80097003,North America,Primary
Turkey,80134516,Other,Primary
Turkey,80134606,Other,Primary
Turkey,80134518,Other,Primary
Turkey,80134330,Other,Primary
Turkey,80038298,Other,Primary
Turkey,80134500,Other,Primary
Turkey,80038353,Other,Primary
Turkey,80038354,Other,Primary
Turkey,80038439,Other,Primary
Turkey,80038440,Other,Primary
Turkey,80134604,Other,Primary
Turkey,80134524,Other,Primary
Turkey,80038355,Other,Primary
Turkey,80038441,Other,Primary
Turkey,80134433,Other,Primary
Turkey,80134436,Other,Primary
Turkey,80134514,Other,Primary
Turkey,80134398,Other,Primary
Turkey,80134520,Other,Primary
Turkey,80134420,Other,Primary
Turkey,80134501,Other,Primary
South Korea,80161700,Asia,Primary
Turkey,80134399,Other,Primary
Turkey,80134438,Other,Primary
Turkey,80134435,Other,Primary
Turkey,80134519,Other,Primary
Turkey,80134434,Other,Primary
France,80160357,Europe,Primary
Turkey,70299745,Other,Primary
Turkey,80038527,Other,Primary
Turkey,80038445,Other,Primary
Thailand,81059183,Other,Primary
United States,81024332,North America,Primary
Thailand,81059444,Other,Primary
France,80987464,Europe,Primary
United States,80156925,North America,Primary
India,80222770,Asia,Primary
Taiwan,60002907,Other,Primary
United Kingdom,80207473,Europe,Primary
United States,80001101,North America,Primary
United States,80990534,North America,Primary
United States,70111265,North America,Primary
United States,70024098,North America,Primary
United Kingdom,80071907,Europe,Primary
United Kingdom,70020730,Europe,Primary
Canada,80202258,North America,Primary
Canada,80057137,North America,Primary
United States,81045720,North America,Primary
United States,70236016,North America,Primary
Canada,81069249,North America,Primary
India,81083971,Asia,Primary
United Kingdom,80200047,Europe,Primary
United States,80156772,North America,Primary
Denmark,81016361,Other,Primary
Paraguay,81055395,Other,Primary
United States,70077556,North America,Primary
Thailand,80994738,Other,Primary
United States,70100412,North America,Primary
United States,60021299,North America,Primary
United States,70129374,North America,Primary
Spain,80167647,Europe,Primary
Canada,80215076,North America,Primary
United States,80184973,North America,Primary
United States,80203919,North America,Primary
United States,70229921,North America,Primary
India,70021551,Asia,Primary
India,80236167,Asia,Primary
Pakistan,80175151,Other,Primary
United States,80232404,North America,Primary
India,60036746,Asia,Primary
India,60036613,Asia,Primary
India,80219180,Asia,Primary
United Kingdom,80214584,Europe,Primary
India,17671454,Asia,Primary
India,60036617,Asia,Primary
India,70294790,Asia,Primary
India,70063017,Asia,Primary
India,60003401,Asia,Primary
United Kingdom,80224605,Europe,Primary
India,70021253,Asia,Primary
India,70138498,Asia,Primary
United Kingdom,80188099,Europe,Primary
India,70025303,Asia,Primary
India,70048905,Asia,Primary
India,80223227,Asia,Primary
India,80223195,Asia,Primary
India,80236906,Asia,Primary
India,80238297,Asia,Primary
India,80235958,Asia,Primary
India,80238296,Asia,Primary
India,17969262,Asia,Primary
India,80223317,Asia,Primary
India,70012334,Asia,Primary
United States,80184131,North America,Primary
India,80106947,Asia,Primary
United States,80082014,North America,Primary
India,80235325,Asia,Primary
United States,70291094,North America,Primary
United States,70250369,North America,Primary
India,80223230,Asia,Primary
India,80059049,Asia,Primary
India,60032008,Asia,Primary
India,60037397,Asia,Primary
India,80223228,Asia,Primary
India,70001082,Asia,Primary
India,80238291,Asia,Primary
Germany,80158247,Europe,Primary
India,60035875,Asia,Primary
India,70244982,Asia,Primary
India,70065769,Asia,Primary
India,70099702,Asia,Primary
India,80238637,Asia,Primary
India,80188777,Asia,Primary
India,80238293,Asia,Primary
Spain,80132381,Europe,Primary
India,80023851,Asia,Primary
India,70019491,Asia,Primary
Canada,70304187,North America,Primary
India,60001670,Asia,Primary
France,80196367,Europe,Primary
India,70134669,Asia,Primary
Somalia,80202728,Other,Primary
India,80238294,Asia,Primary
India,80023853,Asia,Primary
India,80244078,Asia,Primary
India,80238292,Asia,Primary
India,80238190,Asia,Primary
Canada,70304188,North America,Primary
Canada,70304186,North America,Primary
Canada,70304189,North America,Primary
Canada,70143440,North America,Primary
India,20717860,Asia,Primary
United States,80201833,North America,Primary
India,80238295,Asia,Primary
India,80223190,Asia,Primary
India,70125935,Asia,Primary
India,60021903,Asia,Primary
India,70001564,Asia,Primary
United States,80172593,North America,Primary
Germany,80135631,Europe,Primary
United States,80135586,North America,Primary
Germany,70175127,Europe,Primary
United Kingdom,80038168,Europe,Primary
United Kingdom,80172474,Europe,Primary
United Kingdom,80172475,Europe,Primary
United Kingdom,80135587,Europe,Primary
United Kingdom,80172471,Europe,Primary
Italy,80144119,Europe,Primary
United States,80097072,North America,Primary
United States,80172468,North America,Primary
India,80165917,Asia,Primary
India,70155788,Asia,Primary
Ukraine,80119382,Other,Primary
United Kingdom,80172470,Europe,Primary
United States,80134814,North America,Primary
Argentina,80103424,Other,Primary
South Korea,80158817,Asia,Primary
India,70285730,Asia,Primary
United States,80172469,North America,Primary
United States,80097530,North America,Primary
United States,80092404,North America,Primary
Spain,80092850,Europe,Primary
Spain,80093127,Europe,Primary
Japan,80041089,Asia,Primary
South Korea,80178564,Asia,Primary
Canada,80103734,North America,Primary
United States,81061410,North America,Primary
Germany,80202465,Europe,Primary
United States,60024935,North America,Primary
United States,80168189,North America,Primary
Australia,80244709,Oceania,Primary
Mexico,80194946,North America,Primary
Canada,80147919,North America,Primary
France,80233441,Europe,Primary
Argentina,80159025,Other,Primary
Uruguay,81025973,Other,Primary
Spain,80121387,Europe,Primary
Australia,80227090,Oceania,Primary
India,81113918,Asia,Primary
France,81029736,Europe,Primary
Germany,81051688,Europe,Primary
India,81113921,Asia,Primary
United States,81006334,North America,Primary
United States,80211563,North America,Primary
United States,80173387,North America,Primary
United States,81013112,North America,Primary
India,70290904,Asia,Primary
United States,70294793,North America,Primary
Germany,81030855,Europe,Primary
United States,80079473,North America,Primary
United States,80018328,North America,Primary
Spain,80996787,Europe,Primary
Egypt,81035881,Other,Primary
Egypt,81035843,Other,Primary
Egypt,81035837,Other,Primary
France,80039136,Europe,Primary
Egypt,81035884,Other,Primary
Egypt,81035863,Other,Primary
Egypt,81035858,Other,Primary
Egypt,81035882,Other,Primary
Egypt,81035859,Other,Primary
Japan,80223226,Asia,Primary
United States,81076055,North America,Primary
France,80996790,Europe,Primary
United States,70181716,North America,Primary
United States,70270388,North America,Primary
United States,80186608,North America,Primary
United Kingdom,80042309,Europe,Primary
India,80169554,Asia,Primary
Netherlands,80114804,Other,Primary
United States,80237423,North America,Primary
United States,70304298,North America,Primary
United States,70117293,North America,Primary
United States,80121841,North America,Primary
Thailand,81093122,Other,Primary
United States,70293788,North America,Primary
India,81039384,Asia,Primary
United States,70245034,North America,Primary
United States,80220676,North America,Primary
United States,80173623,North America,Primary
Spain,80109341,Europe,Primary
Spain,80127764,Europe,Primary
United States,80095411,North America,Primary
United States,80190144,North America,Primary
United States,80039644,North America,Primary
United Kingdom,80052790,Europe,Primary
United States,80244783,North America,Primary
Mexico,80144311,North America,Primary
Indonesia,80109145,Other,Primary
Hong Kong,80117455,Other,Primary
South Korea,80132626,Asia,Primary
United States,80106124,North America,Primary
United States,81145270,North America,Primary
India,81128584,Asia,Primary
United Kingdom,80198478,Europe,Primary
United Kingdom,80195811,Europe,Primary
Chile,80191989,Other,Primary
United Kingdom,80097225,Europe,Primary
Colombia,80238434,Other,Primary
United States,80177782,North America,Primary
United States,80217569,North America,Primary
France,80240691,Europe,Primary
United States,80015210,North America,Primary
United States,80134080,North America,Primary
Dominican Republic,81130373,Other,Primary
United States,80245117,North America,Primary
France,81010818,Europe,Primary
Mexico,81091378,North America,Primary
United States,81136964,North America,Primary
United Kingdom,81121055,Europe,Primary
Brazil,80233215,South America,Primary
Canada,80241779,North America,Primary
South Korea,80091936,Asia,Primary
United Kingdom,81110498,Europe,Primary
Mexico,81060096,North America,Primary
United States,80994807,North America,Primary
United States,80133553,North America,Primary
Japan,81092491,Asia,Primary
India,70236020,Asia,Primary
United States,81002747,North America,Primary
Israel,81075239,Other,Primary
India,81108230,Asia,Primary
United States,80192018,North America,Primary
United States,80200015,North America,Primary
United States,80161640,North America,Primary
Chile,80108952,Other,Primary
United States,70308063,North America,Primary
United States,80996192,North America,Primary
Canada,81090899,North America,Primary
India,81095399,Asia,Primary
Brazil,80996455,South America,Primary
Japan,80038207,Asia,Primary
India,80171598,Asia,Primary
France,80160994,Europe,Primary
Canada,80191356,North America,Primary
Canada,80191357,North America,Primary
Canada,80087548,North America,Primary
Mexico,80097641,North America,Primary
United States,80097349,North America,Primary
United States,81055402,North America,Primary
United Kingdom,80231602,Europe,Primary
United States,80179900,North America,Primary
United States,26009364,North America,Primary
United Kingdom,80231601,Europe,Primary
Russia,80238351,Other,Primary
United States,80143794,North America,Primary
Netherlands,80168227,Other,Primary
United States,70026432,North America,Primary
United States,80155477,North America,Primary
United States,80038420,North America,Primary
Egypt,81035849,Other,Primary
Thailand,80195901,Other,Primary
United States,80128245,North America,Primary
United States,80988793,North America,Primary
United Kingdom,80219802,Europe,Primary
China,80993655,Other,Primary
United States,80167644,North America,Primary
Canada,80027041,North America,Primary
Argentina,81018067,Other,Primary
Colombia,80220422,Other,Primary
Japan,81033473,Asia,Primary
Egypt,81035870,Other,Primary
United States,80209013,North America,Primary
Japan,81033445,Asia,Primary
Japan,60024788,Asia,Primary
India,80166185,Asia,Primary
Egypt,81035877,Other,Primary
India,81131274,Asia,Primary
Egypt,81035876,Other,Primary
Egypt,81035875,Other,Primary
France,81027187,Europe,Primary
Egypt,81035871,Other,Primary
United States,80997770,North America,Primary
United Kingdom,80173234,Europe,Primary
United States,80151644,North America,Primary
United States,80185223,North America,Primary
United Kingdom,80005588,Europe,Primary
South Korea,81028895,Asia,Primary
United States,70038131,North America,Primary
India,81110386,Asia,Primary
United States,80108430,North America,Primary
United Kingdom,70135893,Europe,Primary
Spain,80121844,Europe,Primary
United Kingdom,80133117,Europe,Primary
South Korea,80158750,Asia,Primary
Japan,80095626,Asia,Primary
United States,80216302,North America,Primary
Germany,81105525,Europe,Primary
United States,81017094,North America,Primary
Brazil,80190535,South America,Primary
United Kingdom,80241071,Europe,Primary
Australia,80233611,Oceania,Primary
Mexico,80160814,North America,Primary
United States,80993404,North America,Primary
United States,81001090,North America,Primary
United States,81083891,North America,Primary
Canada,81136963,North America,Primary
United States,80195801,North America,Primary
China,80076698,Other,Primary
United States,80038159,North America,Primary
United States,80037691,North America,Primary
Germany,80998296,Europe,Primary
United States,80049873,North America,Primary
United States,80094358,North America,Primary
United States,80174177,North America,Primary
Canada,81123051,North America,Primary
Japan,70305217,Asia,Primary
Sweden,81034980,Other,Primary
India,81123052,Asia,Primary
Egypt,81035887,Other,Primary
India,81113927,Asia,Primary
Japan,70302572,Asia,Primary
China,81108280,Other,Primary
Spain,80213115,Europe,Primary
Belgium,81027195,Other,Primary
Argentina,70074315,Other,Primary
India,80991033,Asia,Primary
Israel,80244547,Other,Primary
Peru,80991025,Other,Primary
United States,80184100,North America,Primary
Spain,80131280,Europe,Primary
Chile,80991026,Other,Primary
Norway,80164206,Other,Primary
India,80187684,Asia,Primary
Brazil,80160726,South America,Primary
Israel,80104706,Other,Primary
Italy,80172284,Europe,Primary
United Kingdom,80158770,Europe,Primary
United States,70302844,North America,Primary
United States,80213322,North America,Primary
Brazil,80245601,South America,Primary
India,80222951,Asia,Primary
United States,80242619,North America,Primary
United States,80230561,North America,Primary
Mexico,80238711,North America,Primary
United States,70267830,North America,Primary
Egypt,81035841,Other,Primary
Lebanon,80220816,Other,Primary
United States,81147766,North America,Primary
Egypt,81035889,Other,Primary
Indonesia,81088277,Other,Primary
Egypt,81035874,Other,Primary
Egypt,81035883,Other,Primary
Egypt,81035848,Other,Primary
United States,80176756,North America,Primary
United States,80168221,North America,Primary
United States,70261178,North America,Primary
United States,81002929,North America,Primary
United States,80221016,North America,Primary
Brazil,80994442,South America,Primary
United States,80222188,North America,Primary
United States,80221640,North America,Primary
Malaysia,81044608,Other,Primary
United Kingdom,60001104,Europe,Primary
United States,80132601,North America,Primary
South Korea,80163277,Asia,Primary
South Korea,80176866,Asia,Primary
South Korea,80162114,Asia,Primary
China,80163369,Other,Primary
China,80114989,Other,Primary
South Korea,80163266,Asia,Primary
Romania,81092768,Other,Primary
Romania,81092766,Other,Primary
United States,70060018,North America,Primary
United States,70202141,North America,Primary
Taiwan,80188935,Other,Primary
United States,81032375,North America,Primary
United States,352989,North America,Primary
Mexico,81034775,North America,Primary
India,81062606,Asia,Primary
United States,81077795,North America,Primary
Romania,81092767,Other,Primary
Romania,81092909,Other,Primary
Canada,81070008,North America,Primary
United States,70098605,North America,Primary
United States,81077539,North America,Primary
United States,20129240,North America,Primary
United States,70108017,North America,Primary
United Kingdom,70011219,Europe,Primary
United States,80097424,North America,Primary
United States,80203143,North America,Primary
Hong Kong,81068732,Other,Primary
United States,60026155,North America,Primary
India,80994443,Asia,Primary
Thailand,80245442,Other,Primary
Denmark,80190515,Other,Primary
India,80229216,Asia,Primary
United States,80048218,North America,Primary
Canada,60033300,North America,Primary
United States,70011206,North America,Primary
India,80998558,Asia,Primary
France,80190097,Europe,Primary
United States,80168167,North America,Primary
Germany,80245626,Europe,Primary
Switzerland,80196584,Other,Primary
India,80157084,Asia,Primary
United Kingdom,80158580,Europe,Primary
United States,80108609,North America,Primary
United States,80173267,North America,Primary
United States,80144804,North America,Primary
Finland,80106038,Other,Primary
India,80122189,Asia,Primary
United States,60000901,North America,Primary
United Kingdom,80158769,Europe,Primary
United Kingdom,80158579,Europe,Primary
India,80121872,Asia,Primary
India,80158920,Asia,Primary
United States,80107736,North America,Primary
Brazil,80148967,South America,Primary
France,70057994,Europe,Primary
Canada,80186862,North America,Primary
India,80156937,Asia,Primary
Colombia,80035684,Other,Primary
India,80158546,Asia,Primary
India,80156936,Asia,Primary
Spain,80121843,Europe,Primary
Denmark,80124091,Other,Primary
Singapore,80157244,Other,Primary
India,80122238,Asia,Primary
United Kingdom,80158581,Europe,Primary
Mexico,60023237,North America,Primary
Australia,80104022,Oceania,Primary
Australia,80103006,Oceania,Primary
Spain,80104041,Europe,Primary
Sweden,80105085,Other,Primary
Spain,80093213,Europe,Primary
United Kingdom,80099305,Europe,Primary
Spain,80103623,Europe,Primary
Mexico,80032640,North America,Primary
United States,81098589,North America,Primary
United States,80221446,North America,Primary
South Korea,80991107,Asia,Primary
United States,80048977,North America,Primary
United Kingdom,70189282,Europe,Primary
United States,80119249,North America,Primary
China,80160516,Other,Primary
China,80160597,Other,Primary
United States,80117747,North America,Primary
China,70228154,Other,Primary
Germany,80104622,Europe,Primary
United States,80004286,North America,Primary
Italy,81039323,Europe,Primary
Spain,81001804,Europe,Primary
Argentina,80192064,Other,Primary
United States,80176715,North America,Primary
Spain,80168029,Europe,Primary
France,80245121,Europe,Primary
India,80177339,Asia,Primary
United States,80170277,North America,Primary
India,80097355,Asia,Primary
United States,81078217,North America,Primary
Argentina,80223153,Other,Primary
United States,70122316,North America,Primary
India,80102266,Asia,Primary
India,80102162,Asia,Primary
India,80102160,Asia,Primary
United States,80076160,North America,Primary
China,80099089,Other,Primary
United States,70303706,North America,Primary
United States,80195243,North America,Primary
Singapore,81039161,Other,Primary
Canada,80240537,North America,Primary
Hong Kong,80997870,Other,Primary
Hong Kong,60001377,Other,Primary
United States,80039813,North America,Primary
India,81151899,Asia,Primary
Canada,81017011,North America,Primary
Thailand,80999990,Other,Primary
Thailand,80999991,Other,Primary
Thailand,81000000,Other,Primary
Mexico,80162192,North America,Primary
United States,80211648,North America,Primary
United States,70074100,North America,Primary
United States,70224969,North America,Primary
United States,70261273,North America,Primary
United States,70250364,North America,Primary
United Kingdom,80198632,Europe,Primary
United States,80210294,North America,Primary
United States,70278933,North America,Primary
United States,80093198,North America,Primary
Australia,81018141,Oceania,Primary
Australia,81015524,Oceania,Primary
United States,70124965,North America,Primary
Hong Kong,80999107,Other,Primary
France,80992365,Europe,Primary
United States,80092926,North America,Primary
United Kingdom,80195835,Europe,Primary
United States,80171022,North America,Primary
Mexico,80192135,North America,Primary
United States,80236421,North America,Primary
Japan,80242950,Asia,Primary
Australia,80170862,Oceania,Primary
Spain,80212251,Europe,Primary
United States,81092331,North America,Primary
Spain,80173485,Europe,Primary
Philippines,81028404,Other,Primary
United Kingdom,81032626,Europe,Primary
France,80198508,Europe,Primary
United Kingdom,80228239,Europe,Primary
United Kingdom,80233104,Europe,Primary
United Kingdom,80228129,Europe,Primary
United Kingdom,81032669,Europe,Primary
United Kingdom,81032659,Europe,Primary
United Kingdom,80155932,Europe,Primary
Argentina,80994020,Other,Primary
United Kingdom,80049094,Europe,Primary
United States,80049177,North America,Primary
United States,80025495,North America,Primary
United Kingdom,80023689,Europe,Primary
United States,70278930,North America,Primary
United States,80038337,North America,Primary
United States,80053475,North America,Primary
Thailand,80999986,Other,Primary
Canada,80022605,North America,Primary
United Kingdom,80029901,Europe,Primary
United States,80037478,North America,Primary
United States,80236236,North America,Primary
Thailand,80007777,Other,Primary
Thailand,80999987,Other,Primary
Thailand,81000015,Other,Primary
Thailand,80999982,Other,Primary
India,81005453,Asia,Primary
Thailand,80999989,Other,Primary
Thailand,70218312,Other,Primary
United States,81006594,North America,Primary
United States,80185321,North America,Primary
United States,70298116,North America,Primary
United States,80117542,North America,Primary
United States,80213658,North America,Primary
Spain,80232989,Europe,Primary
United States,80014857,North America,Primary
Sweden,80147988,Other,Primary
United States,80145512,North America,Primary
United States,80225024,North America,Primary
Italy,80204616,Europe,Primary
Germany,70108777,Europe,Primary
United Kingdom,80217743,Europe,Primary
United States,80233419,North America,Primary
United Kingdom,70259259,Europe,Primary
United Arab Emirates,80017021,Other,Primary
United States,70099615,North America,Primary
India,70034607,Asia,Primary
China,70118801,Other,Primary
United States,80213654,North America,Primary
United States,80158802,North America,Primary
Hong Kong,70117354,Other,Primary
Hong Kong,81036524,Other,Primary
Hong Kong,70025372,Other,Primary
Hong Kong,70123160,Other,Primary
United States,70299270,North America,Primary
Hong Kong,80017280,Other,Primary
United Kingdom,80155863,Europe,Primary
United States,80107087,North America,Primary
Egypt,81035840,Other,Primary
United Kingdom,80184067,Europe,Primary
New Zealand,80189791,Other,Primary
China,80195962,Other,Primary
United States,80185070,North America,Primary
Japan,80138672,Asia,Primary
Brazil,80186829,South America,Primary
Canada,80013547,North America,Primary
Slovenia,80115874,Other,Primary
Sweden,80191000,Other,Primary
United States,70242629,North America,Primary
Thailand,80242137,Other,Primary
Thailand,80241590,Other,Primary
South Korea,81072109,Asia,Primary
Germany,80244472,Europe,Primary
China,80190463,Other,Primary
Russia,80164164,Other,Primary
Spain,80997613,Europe,Primary
United States,81092325,North America,Primary
Japan,80186926,Asia,Primary
India,80996338,Asia,Primary
Spain,80230423,Europe,Primary
United States,70053885,North America,Primary
United States,70301275,North America,Primary
Ireland,80073823,Other,Primary
United States,70299859,North America,Primary
Australia,80027378,Oceania,Primary
Australia,70266679,Oceania,Primary
United States,1005494,North America,Primary
South Korea,81116487,Asia,Primary
United States,80998968,North America,Primary
United States,70272893,North America,Primary
Spain,80233223,Europe,Primary
Spain,80232891,Europe,Primary
Japan,80180376,Asia,Primary
India,80183329,Asia,Primary
United States,80192842,North America,Primary
Canada,80154884,North America,Primary
India,81113926,Asia,Primary
China,80993627,Other,Primary
Japan,80217130,Asia,Primary
Spain,80167460,Europe,Primary
United States,80028208,North America,Primary
India,81155782,Asia,Primary
United States,81003981,North America,Primary
Canada,81151313,North America,Primary
United States,70042688,North America,Primary
United States,70109429,North America,Primary
United States,81011993,North America,Primary
Japan,70201870,Asia,Primary
Japan,80075178,Asia,Primary
Japan,80145805,Asia,Primary
Japan,80214010,Asia,Primary
France,81154166,Europe,Primary
United States,81153373,North America,Primary
United States,70262783,North America,Primary
Canada,70293661,North America,Primary
Argentina,70266171,Other,Primary
United States,80095718,North America,Primary
United Kingdom,70257413,Europe,Primary
Australia,80988262,Oceania,Primary
United Kingdom,70295189,Europe,Primary
Argentina,80993684,Other,Primary
United States,70257860,North America,Primary
Switzerland,80998908,Other,Primary
India,70171835,Asia,Primary
Argentina,81005401,Other,Primary
Argentina,80993650,Other,Primary
United States,80049979,North America,Primary
United States,70267439,North America,Primary
Switzerland,70293812,Other,Primary
Spain,80113589,Europe,Primary
India,70298393,Asia,Primary
India,80191557,Asia,Primary
United States,80096585,North America,Primary
Argentina,80106928,Other,Primary
United States,80064459,North America,Primary
United States,80102204,North America,Primary
Germany,80014996,Europe,Primary
United States,60003082,North America,Primary
Germany,80081277,Europe,Primary
China,81005504,Other,Primary
United States,80149064,North America,Primary
United States,80168188,North America,Primary
United States,80171659,North America,Primary
Canada,80097221,North America,Primary
Japan,80103331,Asia,Primary
United States,70306646,North America,Primary
France,81011936,Europe,Primary
United States,80167481,North America,Primary
United States,80214743,North America,Primary
United States,70270773,North America,Primary
Mexico,80991827,North America,Primary
United States,70300666,North America,Primary
United States,80044126,North America,Primary
United Kingdom,80148179,Europe,Primary
United States,70301023,North America,Primary
Spain,80221109,Europe,Primary
United Kingdom,80221942,Europe,Primary
United Kingdom,80221943,Europe,Primary
United States,81145271,North America,Primary
Canada,80215147,North America,Primary
Taiwan,81024041,Other,Primary
United Kingdom,80222071,Europe,Primary
Australia,80224312,Oceania,Primary
Germany,81044248,Europe,Primary
Mexico,80191236,North America,Primary
United Kingdom,80224314,Europe,Primary
Australia,80224184,Oceania,Primary
South Korea,81094069,Asia,Primary
France,80221677,Europe,Primary
United States,70084221,North America,Primary
United States,81040704,North America,Primary
Germany,80234791,Europe,Primary
Turkey,80120200,Other,Primary
India,81088331,Asia,Primary
United States,80234451,North America,Primary
Spain,81036520,Europe,Primary
United Kingdom,80180224,Europe,Primary
United States,70299904,North America,Primary
United Kingdom,80171125,Europe,Primary
Denmark,80106989,Other,Primary
United States,80044731,North America,Primary
United States,60010069,North America,Primary
United States,70241791,North America,Primary
South Korea,81099997,Asia,Primary
United States,70084148,North America,Primary
Germany,70101345,Europe,Primary
United States,80189451,North America,Primary
United States,80238020,North America,Primary
United States,70128697,North America,Primary
United States,70044688,North America,Primary
